geo,name,time,Life expectancy
americas,The Americas,1997,73.72
americas,The Americas,1998,73.86
americas,The Americas,1999,74.06
americas,The Americas,2000,74.44
americas,The Americas,2001,74.64
americas,The Americas,2002,74.74
americas,The Americas,2003,74.95
americas,The Americas,2004,75.25
americas,The Americas,2005,75.49
americas,The Americas,2006,75.74
americas,The Americas,2007,75.98
americas,The Americas,2008,76.09
americas,The Americas,2009,76.17
americas,The Americas,2010,76.09
americas,The Americas,2011,76.56
americas,The Americas,2012,76.72
americas,The Americas,2013,76.81
americas,The Americas,2014,76.94
americas,The Americas,2015,77
americas,The Americas,2016,76.97
americas,The Americas,2017,77.13
americas,The Americas,2018,77.21
americas,The Americas,2019,77.28
americas,The Americas,2020,75.35
americas,The Americas,2021,77.52
americas,The Americas,2022,77.66
americas,The Americas,2023,77.8
americas,The Americas,2024,77.96
americas,The Americas,2025,78.12
americas,The Americas,2026,78.3
americas,The Americas,2027,78.48
americas,The Americas,2028,78.67
americas,The Americas,2029,78.87
americas,The Americas,2030,79.07
americas,The Americas,2031,79.27
americas,The Americas,2032,79.46
americas,The Americas,2033,79.65
americas,The Americas,2034,79.82
americas,The Americas,2035,79.99
americas,The Americas,2036,80.15
americas,The Americas,2037,80.3
americas,The Americas,2038,80.46
americas,The Americas,2039,80.61
americas,The Americas,2040,80.77
americas,The Americas,2041,80.92
americas,The Americas,2042,81.08
americas,The Americas,2043,81.23
americas,The Americas,2044,81.39
americas,The Americas,2045,81.54
americas,The Americas,2046,81.69
americas,The Americas,2047,81.85
americas,The Americas,2048,82
americas,The Americas,2049,82.14
americas,The Americas,2050,82.29
americas,The Americas,2051,82.44
americas,The Americas,2052,82.58
americas,The Americas,2053,82.73
americas,The Americas,2054,82.87
americas,The Americas,2055,83.01
americas,The Americas,2056,83.15
americas,The Americas,2057,83.28
americas,The Americas,2058,83.42
americas,The Americas,2059,83.56
americas,The Americas,2060,83.69
americas,The Americas,2061,83.82
americas,The Americas,2062,83.95
americas,The Americas,2063,84.08
americas,The Americas,2064,84.21
americas,The Americas,2065,84.34
americas,The Americas,2066,84.46
americas,The Americas,2067,84.59
americas,The Americas,2068,84.71
americas,The Americas,2069,84.84
americas,The Americas,2070,84.96
americas,The Americas,2071,85.08
americas,The Americas,2072,85.2
americas,The Americas,2073,85.32
americas,The Americas,2074,85.44
americas,The Americas,2075,85.55
americas,The Americas,2076,85.67
americas,The Americas,2077,85.79
americas,The Americas,2078,85.9
americas,The Americas,2079,86.02
americas,The Americas,2080,86.13
americas,The Americas,2081,86.25
americas,The Americas,2082,86.36
americas,The Americas,2083,86.47
americas,The Americas,2084,86.59
americas,The Americas,2085,86.7
americas,The Americas,2086,86.81
americas,The Americas,2087,86.92
americas,The Americas,2088,87.03
americas,The Americas,2089,87.14
americas,The Americas,2090,87.25
americas,The Americas,2091,87.36
americas,The Americas,2092,87.47
americas,The Americas,2093,87.58
americas,The Americas,2094,87.69
americas,The Americas,2095,87.8
americas,The Americas,2096,87.91
americas,The Americas,2097,88.02
americas,The Americas,2098,88.12
americas,The Americas,2099,88.23
americas,The Americas,2100,88.34
